2013-1-13 400 5:45, 400 5:55, 50 37, 100 1:19, 150 2:04, 200 2:45, 150 2:05, 100 1:21, 50 38
2013-1-20 1000 15:00, 50 39, 100 81
2013-2-2 2400 35:45
2013-2-8 100 77
2013-2-17 1000 14:21
2013-2-18 2000 29:29
2013-3-4 100 77
2013-3-10 400 5:31
2013-3-11 1000 14:24, 1000 14:44, 1000 14:46, 1000 14:58
2013-3-14 1000 14:14, 100 74, 50 35
2013-3-18 1000 14:22, 100 73, 50 37
2013-3-24 2000 29:06
2013-3-25 1000 14:38, 250 3:14, 200 2:33, 150 1:54, 100 1:13, 50 32
2013-4-2 1650 23:25, 50 36
2013-4-8 250 3:19
2013-4-10 50 31, 100 67, 150 1:50
2013-4-15 400 5:13, 300 3:55, 200 2:36, 100 1:16
2013-4-18 1000 14:06
2013-4-22 1200 16:39, 1000 13:51, 800 11:10, 100 74, 50 32
2013-4-29 200 2:31, 250 3:09
2013-5-1 1650 23:20, 2000 28:16